Temperature	Pressure	Property	Source Model
54.092598	407.778544	      Tmax	      Evan TIP4P2005
51.581967	334.765315	      Tmax	      Evan TIP4P2005
48.023570	268.790448	      Tmax	      Evan TIP4P2005
41.563509	212.386431	      Tmax	      Evan TIP4P2005
31.563250	164.804722	      Tmax	      Evan TIP4P2005
18.234484	126.114807	      Tmax	      Evan TIP4P2005
-2.827668	98.483690	      Tmax	      Evan TIP4P2005
16.655238	679.500000	 TminHighP	     TSEOS TIP4P2005
12.661079	689.527865	 TminHighP	     TSEOS TIP4P2005
8.717000	699.617906	 TminHighP	     TSEOS TIP4P2005
4.029084	711.447906	 TminHighP	     TSEOS TIP4P2005
2.204007	716.114000	 TminHighP	     TSEOS TIP4P2005
18.793327	179.896500	     KtMax	     TSEOS TIP4P2005
16.856974	183.128500	     KtMax	     TSEOS TIP4P2005
15.069296	187.112500	     KtMax	     TSEOS TIP4P2005
12.891765	194.402126	     KtMax	     TSEOS TIP4P2005
12.297140	196.651916	     KtMax	     TSEOS TIP4P2005
11.771575	198.802704	     KtMax	     TSEOS TIP4P2005
11.298897	200.877908	     KtMax	     TSEOS TIP4P2005
10.868350	202.893102	     KtMax	     TSEOS TIP4P2005
10.472356	204.859262	     KtMax	     TSEOS TIP4P2005
10.105339	206.784463	     KtMax	     TSEOS TIP4P2005
9.763057	208.674847	     KtMax	     TSEOS TIP4P2005
9.442196	210.535219	     KtMax	     TSEOS TIP4P2005
9.140106	212.369412	     KtMax	     TSEOS TIP4P2005
8.854635	214.180549	     KtMax	     TSEOS TIP4P2005
8.584002	215.971210	     KtMax	     TSEOS TIP4P2005
8.326716	217.743556	     KtMax	     TSEOS TIP4P2005
8.081516	219.499416	     KtMax	     TSEOS TIP4P2005
7.847319	221.240359	     KtMax	     TSEOS TIP4P2005
7.623193	222.967739	     KtMax	     TSEOS TIP4P2005
7.408327	224.682731	     KtMax	     TSEOS TIP4P2005
7.202009	226.386371	     KtMax	     TSEOS TIP4P2005
7.003610	228.079571	     KtMax	     TSEOS TIP4P2005
6.628405	231.437796	     KtMax	     TSEOS TIP4P2005
6.450657	233.104192	     KtMax	     TSEOS TIP4P2005
6.278927	234.762911	     KtMax	     TSEOS TIP4P2005
6.112856	236.414477	     KtMax	     TSEOS TIP4P2005
5.952113	238.059372	     KtMax	     TSEOS TIP4P2005
5.796400	239.698032	     KtMax	     TSEOS TIP4P2005
5.645442	241.330855	     KtMax	     TSEOS TIP4P2005
5.498989	242.958207	     KtMax	     TSEOS TIP4P2005
5.356811	244.580424	     KtMax	     TSEOS TIP4P2005
5.218697	246.197816	     KtMax	     TSEOS TIP4P2005
5.084449	247.810672	     KtMax	     TSEOS TIP4P2005
4.953888	249.419254	     KtMax	     TSEOS TIP4P2005
4.826845	251.023809	     KtMax	     TSEOS TIP4P2005
4.703162	252.624570	     KtMax	     TSEOS TIP4P2005
4.582696	254.221747	     KtMax	     TSEOS TIP4P2005
4.465311	255.815539	     KtMax	     TSEOS TIP4P2005
4.350879	257.406136	     KtMax	     TSEOS TIP4P2005
4.239281	258.993711	     KtMax	     TSEOS TIP4P2005
4.130407	260.578430	     KtMax	     TSEOS TIP4P2005
4.024151	262.160447	     KtMax	     TSEOS TIP4P2005
3.920415	263.739907	     KtMax	     TSEOS TIP4P2005
3.819107	265.316948	     KtMax	     TSEOS TIP4P2005
3.720140	266.891698	     KtMax	     TSEOS TIP4P2005
3.623430	268.464282	     KtMax	     TSEOS TIP4P2005
3.528900	270.034815	     KtMax	     TSEOS TIP4P2005
3.436476	271.603406	     KtMax	     TSEOS TIP4P2005
3.346091	273.170159	     KtMax	     TSEOS TIP4P2005
3.257675	274.735174	     KtMax	     TSEOS TIP4P2005
3.171165	276.298549	     KtMax	     TSEOS TIP4P2005
3.086504	277.860368	     KtMax	     TSEOS TIP4P2005
3.003634	279.420717	     KtMax	     TSEOS TIP4P2005
2.922502	280.979681	     KtMax	     TSEOS TIP4P2005
2.843055	282.537334	     KtMax	     TSEOS TIP4P2005
2.765246	284.093752	     KtMax	     TSEOS TIP4P2005
2.689026	285.649007	     KtMax	     TSEOS TIP4P2005
2.614352	287.203165	     KtMax	     TSEOS TIP4P2005
2.541181	288.756292	     KtMax	     TSEOS TIP4P2005
2.469472	290.308451	     KtMax	     TSEOS TIP4P2005
2.399187	291.859701	     KtMax	     TSEOS TIP4P2005
2.330287	293.410099	     KtMax	     TSEOS TIP4P2005
2.262737	294.959702	     KtMax	     TSEOS TIP4P2005
2.196503	296.508561	     KtMax	     TSEOS TIP4P2005
2.131553	298.056729	     KtMax	     TSEOS TIP4P2005
2.067854	299.604253	     KtMax	     TSEOS TIP4P2005
2.005376	301.151181	     KtMax	     TSEOS TIP4P2005
1.944091	302.697559	     KtMax	     TSEOS TIP4P2005
1.883970	304.243431	     KtMax	     TSEOS TIP4P2005
1.599926	311.966634	     KtMax	     TSEOS TIP4P2005
1.546261	313.510312	     KtMax	     TSEOS TIP4P2005
1.493593	315.053751	     KtMax	     TSEOS TIP4P2005
1.441901	316.596986	     KtMax	     TSEOS TIP4P2005
1.391164	318.140050	     KtMax	     TSEOS TIP4P2005
1.341364	319.682974	     KtMax	     TSEOS TIP4P2005
1.292481	321.225788	     KtMax	     TSEOS TIP4P2005
1.244499	322.768522	     KtMax	     TSEOS TIP4P2005
1.197399	324.311207	     KtMax	     TSEOS TIP4P2005
1.151165	325.853868	     KtMax	     TSEOS TIP4P2005
1.105780	327.396533	     KtMax	     TSEOS TIP4P2005
1.061231	328.939227	     KtMax	     TSEOS TIP4P2005
1.017500	330.481980	     KtMax	     TSEOS TIP4P2005
0.974572	332.024818	     KtMax	     TSEOS TIP4P2005
0.932434	333.567758	     KtMax	     TSEOS TIP4P2005
0.891073	335.110829	     KtMax	     TSEOS TIP4P2005
0.850475	336.654053	     KtMax	     TSEOS TIP4P2005
0.810627	338.197453	     KtMax	     TSEOS TIP4P2005
0.771517	339.741050	     KtMax	     TSEOS TIP4P2005
0.733132	341.284867	     KtMax	     TSEOS TIP4P2005
0.695460	342.828925	     KtMax	     TSEOS TIP4P2005
0.658491	344.373243	     KtMax	     TSEOS TIP4P2005
0.622213	345.917842	     KtMax	     TSEOS TIP4P2005
0.586615	347.462740	     KtMax	     TSEOS TIP4P2005
0.551687	349.007961	     KtMax	     TSEOS TIP4P2005
0.517419	350.553520	     KtMax	     TSEOS TIP4P2005
0.483803	352.099431	     KtMax	     TSEOS TIP4P2005
0.450823	353.645725	     KtMax	     TSEOS TIP4P2005
0.418477	355.192408	     KtMax	     TSEOS TIP4P2005
0.386752	356.739500	     KtMax	     TSEOS TIP4P2005
0.355641	358.287020	     KtMax	     TSEOS TIP4P2005
0.325135	359.834983	     KtMax	     TSEOS TIP4P2005
0.295226	361.383405	     KtMax	     TSEOS TIP4P2005
0.265904	362.932304	     KtMax	     TSEOS TIP4P2005
0.237164	364.481694	     KtMax	     TSEOS TIP4P2005
0.208996	366.031591	     KtMax	     TSEOS TIP4P2005
0.181394	367.582009	     KtMax	     TSEOS TIP4P2005
0.154350	369.132966	     KtMax	     TSEOS TIP4P2005
0.127858	370.684473	     KtMax	     TSEOS TIP4P2005
0.101909	372.236547	     KtMax	     TSEOS TIP4P2005
0.076498	373.789202	     KtMax	     TSEOS TIP4P2005
0.051619	375.342451	     KtMax	     TSEOS TIP4P2005
0.027264	376.896308	     KtMax	     TSEOS TIP4P2005
0.003428	378.450788	     KtMax	     TSEOS TIP4P2005
-0.019896	380.005902	     KtMax	     TSEOS TIP4P2005
-0.042714	381.561666	     KtMax	     TSEOS TIP4P2005
-0.065030	383.118091	     KtMax	     TSEOS TIP4P2005
-0.086851	384.675191	     KtMax	     TSEOS TIP4P2005
-0.108183	386.232978	     KtMax	     TSEOS TIP4P2005
-0.129030	387.791465	     KtMax	     TSEOS TIP4P2005
-0.149397	389.350663	     KtMax	     TSEOS TIP4P2005
-0.169292	390.910590	     KtMax	     TSEOS TIP4P2005
-0.188717	392.471252	     KtMax	     TSEOS TIP4P2005
-0.207678	394.032663	     KtMax	     TSEOS TIP4P2005
-0.226180	395.594836	     KtMax	     TSEOS TIP4P2005
-0.244227	397.157781	     KtMax	     TSEOS TIP4P2005
-0.261823	398.721511	     KtMax	     TSEOS TIP4P2005
-0.278975	400.286038	     KtMax	     TSEOS TIP4P2005
-0.295684	401.851373	     KtMax	     TSEOS TIP4P2005
-0.311957	403.417527	     KtMax	     TSEOS TIP4P2005
-0.327797	404.984512	     KtMax	     TSEOS TIP4P2005
-0.343207	406.552339	     KtMax	     TSEOS TIP4P2005
-0.358193	408.121018	     KtMax	     TSEOS TIP4P2005
-0.372760	409.690568	     KtMax	     TSEOS TIP4P2005
-0.386909	411.260990	     KtMax	     TSEOS TIP4P2005
-0.400645	412.832300	     KtMax	     TSEOS TIP4P2005
-0.413971	414.404507	     KtMax	     TSEOS TIP4P2005
-0.426892	415.977624	     KtMax	     TSEOS TIP4P2005
-0.439410	417.551660	     KtMax	     TSEOS TIP4P2005
-0.451530	419.126627	     KtMax	     TSEOS TIP4P2005
-0.463255	420.702537	     KtMax	     TSEOS TIP4P2005
-0.474588	422.279400	     KtMax	     TSEOS TIP4P2005
-0.485533	423.857225	     KtMax	     TSEOS TIP4P2005
-0.496092	425.436026	     KtMax	     TSEOS TIP4P2005
-0.506270	427.015812	     KtMax	     TSEOS TIP4P2005
-0.516069	428.596594	     KtMax	     TSEOS TIP4P2005
-0.525492	430.178381	     KtMax	     TSEOS TIP4P2005
-0.534544	431.761190	     KtMax	     TSEOS TIP4P2005
-0.543226	433.345026	     KtMax	     TSEOS TIP4P2005
-0.551540	434.929898	     KtMax	     TSEOS TIP4P2005
-0.559494	436.515827	     KtMax	     TSEOS TIP4P2005
-0.567085	438.102814	     KtMax	     TSEOS TIP4P2005
-0.574320	439.690874	     KtMax	     TSEOS TIP4P2005
-0.581200	441.280016	     KtMax	     TSEOS TIP4P2005
-0.587728	442.870253	     KtMax	     TSEOS TIP4P2005
-0.593907	444.461595	     KtMax	     TSEOS TIP4P2005
-0.599739	446.054050	     KtMax	     TSEOS TIP4P2005
-0.615192	450.838239	     KtMax	     TSEOS TIP4P2005
-0.619669	452.435275	     KtMax	     TSEOS TIP4P2005
-0.623813	454.033484	     KtMax	     TSEOS TIP4P2005
-0.627627	455.632876	     KtMax	     TSEOS TIP4P2005
-0.631115	457.233465	     KtMax	     TSEOS TIP4P2005
-0.634278	458.835260	     KtMax	     TSEOS TIP4P2005
-0.637118	460.438272	     KtMax	     TSEOS TIP4P2005
-0.639642	462.042520	     KtMax	     TSEOS TIP4P2005
-0.641847	463.648005	     KtMax	     TSEOS TIP4P2005
-0.643740	465.254749	     KtMax	     TSEOS TIP4P2005
-0.645322	466.862761	     KtMax	     TSEOS TIP4P2005
-0.646594	468.472047	     KtMax	     TSEOS TIP4P2005
-0.647563	470.082631	     KtMax	     TSEOS TIP4P2005
-0.648227	471.694516	     KtMax	     TSEOS TIP4P2005
-0.648591	473.307717	     KtMax	     TSEOS TIP4P2005
-0.648657	474.922248	     KtMax	     TSEOS TIP4P2005
-0.648428	476.538121	     KtMax	     TSEOS TIP4P2005
-0.647907	478.155349	     KtMax	     TSEOS TIP4P2005
-0.647096	479.773947	     KtMax	     TSEOS TIP4P2005
-0.645999	481.393926	     KtMax	     TSEOS TIP4P2005
-0.644617	483.015301	     KtMax	     TSEOS TIP4P2005
-0.642954	484.638086	     KtMax	     TSEOS TIP4P2005
-0.641013	486.262294	     KtMax	     TSEOS TIP4P2005
-0.638795	487.887938	     KtMax	     TSEOS TIP4P2005
-0.636306	489.515037	     KtMax	     TSEOS TIP4P2005
-0.633547	491.143601	     KtMax	     TSEOS TIP4P2005
-0.630520	492.773646	     KtMax	     TSEOS TIP4P2005
-0.627231	494.405188	     KtMax	     TSEOS TIP4P2005
-0.623680	496.038241	     KtMax	     TSEOS TIP4P2005
-0.619871	497.672822	     KtMax	     TSEOS TIP4P2005
-0.615808	499.308945	     KtMax	     TSEOS TIP4P2005
-0.611494	500.946627	     KtMax	     TSEOS TIP4P2005
-0.606931	502.585883	     KtMax	     TSEOS TIP4P2005
-0.602124	504.226732	     KtMax	     TSEOS TIP4P2005
-0.597073	505.869186	     KtMax	     TSEOS TIP4P2005
-0.591788	507.513271	     KtMax	     TSEOS TIP4P2005
-0.586266	509.158997	     KtMax	     TSEOS TIP4P2005
-0.580513	510.806383	     KtMax	     TSEOS TIP4P2005
-0.574532	512.455446	     KtMax	     TSEOS TIP4P2005
-0.568330	514.106212	     KtMax	     TSEOS TIP4P2005
-0.561906	515.758691	     KtMax	     TSEOS TIP4P2005
-0.555266	517.412906	     KtMax	     TSEOS TIP4P2005
-0.548415	519.068876	     KtMax	     TSEOS TIP4P2005
-0.541355	520.726622	     KtMax	     TSEOS TIP4P2005
-0.534091	522.386162	     KtMax	     TSEOS TIP4P2005
-0.526629	524.047520	     KtMax	     TSEOS TIP4P2005
-0.518971	525.710714	     KtMax	     TSEOS TIP4P2005
-0.511120	527.375765	     KtMax	     TSEOS TIP4P2005
-0.503087	529.042702	     KtMax	     TSEOS TIP4P2005
-0.494872	530.711545	     KtMax	     TSEOS TIP4P2005
-0.486479	532.382314	     KtMax	     TSEOS TIP4P2005
-0.477914	534.055030	     KtMax	     TSEOS TIP4P2005
-0.469186	535.729729	     KtMax	     TSEOS TIP4P2005
-0.460294	537.406422	     KtMax	     TSEOS TIP4P2005
-0.451249	539.085147	     KtMax	     TSEOS TIP4P2005
-0.442053	540.765922	     KtMax	     TSEOS TIP4P2005
-0.432713	542.448777	     KtMax	     TSEOS TIP4P2005
-0.423235	544.133737	     KtMax	     TSEOS TIP4P2005
-0.413624	545.820831	     KtMax	     TSEOS TIP4P2005
-0.403890	547.510092	     KtMax	     TSEOS TIP4P2005
-0.394036	549.201544	     KtMax	     TSEOS TIP4P2005
-0.384069	550.895220	     KtMax	     TSEOS TIP4P2005
-0.373998	552.591150	     KtMax	     TSEOS TIP4P2005
-0.363828	554.289368	     KtMax	     TSEOS TIP4P2005
-0.353569	555.989905	     KtMax	     TSEOS TIP4P2005
-0.343225	557.692793	     KtMax	     TSEOS TIP4P2005
-0.332810	559.398075	     KtMax	     TSEOS TIP4P2005
-0.322326	561.105778	     KtMax	     TSEOS TIP4P2005
-0.311785	562.815941	     KtMax	     TSEOS TIP4P2005
-0.301196	564.528604	     KtMax	     TSEOS TIP4P2005
-0.290566	566.243804	     KtMax	     TSEOS TIP4P2005
-0.279907	567.961581	     KtMax	     TSEOS TIP4P2005
-0.269227	569.681978	     KtMax	     TSEOS TIP4P2005
-0.258538	571.405036	     KtMax	     TSEOS TIP4P2005
-0.247849	573.130800	     KtMax	     TSEOS TIP4P2005
-0.237172	574.859314	     KtMax	     TSEOS TIP4P2005
-0.226519	576.590626	     KtMax	     TSEOS TIP4P2005
-0.215901	578.324784	     KtMax	     TSEOS TIP4P2005
-0.205330	580.061837	     KtMax	     TSEOS TIP4P2005
-0.194821	581.801837	     KtMax	     TSEOS TIP4P2005
-0.184385	583.544837	     KtMax	     TSEOS TIP4P2005
-0.174037	585.290891	     KtMax	     TSEOS TIP4P2005
-0.163792	587.040060	     KtMax	     TSEOS TIP4P2005
-0.153665	588.792397	     KtMax	     TSEOS TIP4P2005
-0.143671	590.547967	     KtMax	     TSEOS TIP4P2005
-0.133826	592.306828	     KtMax	     TSEOS TIP4P2005
-0.124151	594.069056	     KtMax	     TSEOS TIP4P2005
-0.114659	595.834708	     KtMax	     TSEOS TIP4P2005
-0.105371	597.603859	     KtMax	     TSEOS TIP4P2005
-0.096307	599.376581	     KtMax	     TSEOS TIP4P2005
-0.087486	601.152950	     KtMax	     TSEOS TIP4P2005
-0.078930	602.933044	     KtMax	     TSEOS TIP4P2005
-0.070661	604.716947	     KtMax	     TSEOS TIP4P2005
-0.062702	606.504742	     KtMax	     TSEOS TIP4P2005
-0.055077	608.296516	     KtMax	     TSEOS TIP4P2005
-0.047815	610.092370	     KtMax	     TSEOS TIP4P2005
-0.040939	611.892390	     KtMax	     TSEOS TIP4P2005
-0.034478	613.696678	     KtMax	     TSEOS TIP4P2005
-0.028463	615.505347	     KtMax	     TSEOS TIP4P2005
-0.022922	617.318496	     KtMax	     TSEOS TIP4P2005
-0.017890	619.136244	     KtMax	     TSEOS TIP4P2005
-0.013399	620.958707	     KtMax	     TSEOS TIP4P2005
-0.009489	622.786019	     KtMax	     TSEOS TIP4P2005
-0.006193	624.618300	     KtMax	     TSEOS TIP4P2005
-0.003553	626.455691	     KtMax	     TSEOS TIP4P2005
-0.001612	628.298338	     KtMax	     TSEOS TIP4P2005
-0.000412	630.146389	     KtMax	     TSEOS TIP4P2005
4.280169	503.532527	     KtMax	    Madrid TIP4P2005
2.014498	425.499780	     KtMax	    Madrid TIP4P2005
2.979525	349.681371	     KtMax	    Madrid TIP4P2005
5.288964	287.007785	     KtMax	    Madrid TIP4P2005
16.535125	212.632326	     KtMax	    Madrid TIP4P2005
18.793327	179.896500	     Ktmin	     TSEOS TIP4P2005
21.356974	176.604625	     Ktmin	     TSEOS TIP4P2005
22.463104	175.690625	     Ktmin	     TSEOS TIP4P2005
25.410585	172.243984	     Ktmin	     TSEOS TIP4P2005
26.336919	172.269041	     Ktmin	     TSEOS TIP4P2005
27.233411	172.341411	     Ktmin	     TSEOS TIP4P2005
28.102955	172.456406	     Ktmin	     TSEOS TIP4P2005
28.948166	172.609837	     Ktmin	     TSEOS TIP4P2005
29.771324	172.798072	     Ktmin	     TSEOS TIP4P2005
30.574450	173.017913	     Ktmin	     TSEOS TIP4P2005
31.359327	173.266553	     Ktmin	     TSEOS TIP4P2005
32.127556	173.541494	     Ktmin	     TSEOS TIP4P2005
32.880544	173.840544	     Ktmin	     TSEOS TIP4P2005
33.619564	174.161732	     Ktmin	     TSEOS TIP4P2005
34.345759	174.503301	     Ktmin	     TSEOS TIP4P2005
35.060147	174.863689	     Ktmin	     TSEOS TIP4P2005
35.763649	175.241491	     Ktmin	     TSEOS TIP4P2005
36.457100	175.635438	     Ktmin	     TSEOS TIP4P2005
37.141253	176.044390	     Ktmin	     TSEOS TIP4P2005
37.816674	176.467465	     Ktmin	     TSEOS TIP4P2005
38.481986	176.906221	     Ktmin	     TSEOS TIP4P2005
39.137394	177.360220	     Ktmin	     TSEOS TIP4P2005
39.783816	177.828158	     Ktmin	     TSEOS TIP4P2005
40.422051	178.308894	     Ktmin	     TSEOS TIP4P2005
41.052798	178.801435	     Ktmin	     TSEOS TIP4P2005
41.676675	179.304903	     Ktmin	     TSEOS TIP4P2005
42.294220	179.818529	     Ktmin	     TSEOS TIP4P2005
42.905934	180.341609	     Ktmin	     TSEOS TIP4P2005
43.512226	180.873552	     Ktmin	     TSEOS TIP4P2005
44.113496	181.413799	     Ktmin	     TSEOS TIP4P2005
44.710079	181.961866	     Ktmin	     TSEOS TIP4P2005
45.302304	182.517292	     Ktmin	     TSEOS TIP4P2005
45.890428	183.079706	     Ktmin	     TSEOS TIP4P2005
46.474721	183.648726	     Ktmin	     TSEOS TIP4P2005
47.055408	184.224032	     Ktmin	     TSEOS TIP4P2005
47.632684	184.805338	     Ktmin	     TSEOS TIP4P2005
48.206755	185.392358	     Ktmin	     TSEOS TIP4P2005
48.777786	185.984850	     Ktmin	     TSEOS TIP4P2005
49.345934	186.582588	     Ktmin	     TSEOS TIP4P2005
49.911340	187.185369	     Ktmin	     TSEOS TIP4P2005
50.474141	187.792995	     Ktmin	     TSEOS TIP4P2005
51.034445	188.405305	     Ktmin	     TSEOS TIP4P2005
51.592380	189.022118	     Ktmin	     TSEOS TIP4P2005
52.148032	189.643302	     Ktmin	     TSEOS TIP4P2005
52.701502	190.268710	     Ktmin	     TSEOS TIP4P2005
53.252867	190.898224	     Ktmin	     TSEOS TIP4P2005
53.802201	191.531733	     Ktmin	     TSEOS TIP4P2005
54.349591	192.169110	     Ktmin	     TSEOS TIP4P2005
54.895089	192.810270	     Ktmin	     TSEOS TIP4P2005
55.438757	193.455117	     Ktmin	     TSEOS TIP4P2005
55.980651	194.103566	     Ktmin	     TSEOS TIP4P2005
56.520829	194.755526	     Ktmin	     TSEOS TIP4P2005
57.059321	195.410942	     Ktmin	     TSEOS TIP4P2005
57.596181	196.069731	     Ktmin	     TSEOS TIP4P2005
58.131434	196.731843	     Ktmin	     TSEOS TIP4P2005
58.665131	197.397202	     Ktmin	     TSEOS TIP4P2005
59.197293	198.065762	     Ktmin	     TSEOS TIP4P2005
59.727953	198.737468	     Ktmin	     TSEOS TIP4P2005
60.257118	199.412293	     Ktmin	     TSEOS TIP4P2005
60.784846	200.090153	     Ktmin	     TSEOS TIP4P2005
61.311142	200.771024	     Ktmin	     TSEOS TIP4P2005
61.836001	201.454892	     Ktmin	     TSEOS TIP4P2005
62.359465	202.141695	     Ktmin	     TSEOS TIP4P2005
62.881546	202.831400	     Ktmin	     TSEOS TIP4P2005
63.402222	203.524012	     Ktmin	     TSEOS TIP4P2005
63.921583	204.219419	     Ktmin	     TSEOS TIP4P2005
64.439544	204.917692	     Ktmin	     TSEOS TIP4P2005
64.956175	205.618740	     Ktmin	     TSEOS TIP4P2005
65.471457	206.322566	     Ktmin	     TSEOS TIP4P2005
65.985401	207.029140	     Ktmin	     TSEOS TIP4P2005
66.497987	207.738468	     Ktmin	     TSEOS TIP4P2005
67.009278	208.450465	     Ktmin	     TSEOS TIP4P2005
67.519196	209.165196	     Ktmin	     TSEOS TIP4P2005
68.027800	209.882584	     Ktmin	     TSEOS TIP4P2005
68.535052	210.602649	     Ktmin	     TSEOS TIP4P2005
69.040989	211.325339	     Ktmin	     TSEOS TIP4P2005
69.545565	212.050683	     Ktmin	     TSEOS TIP4P2005
70.048788	212.778656	     Ktmin	     TSEOS TIP4P2005
70.550683	213.509217	     Ktmin	     TSEOS TIP4P2005
71.051209	214.242392	     Ktmin	     TSEOS TIP4P2005
71.550374	214.978153	     Ktmin	     TSEOS TIP4P2005
72.048197	215.716468	     Ktmin	     TSEOS TIP4P2005
72.544636	216.457361	     Ktmin	     TSEOS TIP4P2005
73.039694	217.200813	     Ktmin	     TSEOS TIP4P2005
73.533367	217.946813	     Ktmin	     TSEOS TIP4P2005
74.025637	218.695360	     Ktmin	     TSEOS TIP4P2005
74.516499	219.446445	     Ktmin	     TSEOS TIP4P2005
75.005975	220.200028	     Ktmin	     TSEOS TIP4P2005
75.493994	220.956165	     Ktmin	     TSEOS TIP4P2005
75.980612	221.714782	     Ktmin	     TSEOS TIP4P2005
76.465794	222.475901	     Ktmin	     TSEOS TIP4P2005
76.949485	223.239554	     Ktmin	     TSEOS TIP4P2005
77.431772	224.005645	     Ktmin	     TSEOS TIP4P2005
77.912579	224.774230	     Ktmin	     TSEOS TIP4P2005
78.391871	225.545326	     Ktmin	     TSEOS TIP4P2005
78.869730	226.318839	     Ktmin	     TSEOS TIP4P2005
79.346096	227.094811	     Ktmin	     TSEOS TIP4P2005
79.820926	227.873265	     Ktmin	     TSEOS TIP4P2005
80.294253	228.654155	     Ktmin	     TSEOS TIP4P2005
80.766070	229.437472	     Ktmin	     TSEOS TIP4P2005
81.236353	230.223222	     Ktmin	     TSEOS TIP4P2005
81.705088	231.011403	     Ktmin	     TSEOS TIP4P2005
82.172241	231.802031	     Ktmin	     TSEOS TIP4P2005
82.637865	232.595041	     Ktmin	     TSEOS TIP4P2005
83.101931	233.390443	     Ktmin	     TSEOS TIP4P2005
83.564420	234.188241	     Ktmin	     TSEOS TIP4P2005
84.025301	234.988448	     Ktmin	     TSEOS TIP4P2005
84.484609	235.791016	     Ktmin	     TSEOS TIP4P2005
84.942329	236.595942	     Ktmin	     TSEOS TIP4P2005
85.398405	237.403263	     Ktmin	     TSEOS TIP4P2005
85.852887	238.212919	     Ktmin	     TSEOS TIP4P2005
86.305745	239.024921	     Ktmin	     TSEOS TIP4P2005
86.756968	239.839265	     Ktmin	     TSEOS TIP4P2005
87.206555	240.655937	     Ktmin	     TSEOS TIP4P2005
87.654530	241.474900	     Ktmin	     TSEOS TIP4P2005
88.100827	242.296199	     Ktmin	     TSEOS TIP4P2005
88.545460	243.119806	     Ktmin	     TSEOS TIP4P2005
88.988452	243.945686	     Ktmin	     TSEOS TIP4P2005
89.429776	244.773850	     Ktmin	     TSEOS TIP4P2005
89.869411	245.604302	     Ktmin	     TSEOS TIP4P2005
90.307398	246.436991	     Ktmin	     TSEOS TIP4P2005
90.743690	247.271944	     Ktmin	     TSEOS TIP4P2005
91.178315	248.109124	     Ktmin	     TSEOS TIP4P2005
91.611226	248.948558	     Ktmin	     TSEOS TIP4P2005
92.042472	249.790188	     Ktmin	     TSEOS TIP4P2005
92.472006	250.634044	     Ktmin	     TSEOS TIP4P2005
92.899839	251.480101	     Ktmin	     TSEOS TIP4P2005
93.326002	252.328320	     Ktmin	     TSEOS TIP4P2005
93.750459	253.178719	     Ktmin	     TSEOS TIP4P2005
94.173184	254.031307	     Ktmin	     TSEOS TIP4P2005
94.594239	254.886019	     Ktmin	     TSEOS TIP4P2005
95.013575	255.742884	     Ktmin	     TSEOS TIP4P2005
95.431199	256.601882	     Ktmin	     TSEOS TIP4P2005
38.404795	182.220776	     Ktmin	    Madrid TIP4P2005
64.183241	202.582863	     Ktmin	    Madrid TIP4P2005
83.804771	257.358887	     Ktmin	    Madrid TIP4P2005
97.085929	281.947540	     Ktmin	    Madrid TIP4P2005
116.072731	327.881334	     Ktmin	    Madrid TIP4P2005
45.440576	24.492116	  Spinodal	     Poole ST2
40.292576	26.408279	  Spinodal	     Poole ST2
34.560411	24.575019	  Spinodal	     Poole ST2
28.998427	25.545947	  Spinodal	     Poole ST2
23.265459	24.819248	  Spinodal	     Poole ST2
17.325400	23.578758	  Spinodal	     Poole ST2
10.932251	22.067459	  Spinodal	     Poole ST2
5.615071	25.087228	  Spinodal	     Poole ST2
-0.325988	25.492398	  Spinodal	     Poole ST2
-5.679882	30.966835	  Spinodal	     Poole ST2
-12.451105	28.269231	  Spinodal	     Poole ST2
-20.090403	23.335963	  Spinodal	     Poole ST2
-28.106578	15.435250	  Spinodal	     Poole ST2
-31.970520	29.105811	  Spinodal	     Poole ST2
-39.817711	24.851388	  Spinodal	     Poole ST2
-46.380844	25.957919	  Spinodal	     Poole ST2
-53.812052	24.967109	  Spinodal	     Poole ST2
16.651925	139.384243	     Ktmax	     Poole ST2
14.690925	141.991757	     Ktmax	     Poole ST2
13.145949	146.787864	     Ktmax	     Poole ST2
11.354992	152.024870	     Ktmax	     Poole ST2
9.980058	159.473054	     Ktmax	     Poole ST2
8.812152	168.082687	     Ktmax	     Poole ST2
7.890242	176.409845	     Ktmax	     Poole ST2
6.722330	185.224842	     Ktmax	     Poole ST2
5.762438	195.199563	     Ktmax	     Poole ST2
5.255563	205.909289	     Ktmax	     Poole ST2
4.577661	214.169123	     Ktmax	     Poole ST2
4.315782	224.596308	     Ktmax	     Poole ST2
4.053903	235.089105	     Ktmax	     Poole ST2
3.584013	244.596796	     Ktmax	     Poole ST2
3.077134	255.692405	     Ktmax	     Poole ST2
2.777287	267.926461	     Ktmax	     Poole ST2
2.515408	278.700531	     Ktmax	     Poole ST2
2.045517	288.489661	     Ktmax	     Poole ST2
2.028639	298.884510	     Ktmax	     Poole ST2
1.766760	309.846058	     Ktmax	     Poole ST2
1.504881	320.873217	     Ktmax	     Poole ST2
1.450053	333.018787	     Ktmax	     Poole ST2
1.188096	344.176769	     Ktmax	     Poole ST2
1.379229	355.894984	     Ktmax	     Poole ST2
-12.702272	91.793212	     Cpmax	     Poole ST2
-11.286139	100.611994	     Cpmax	     Poole ST2
-10.568018	109.199927	     Cpmax	     Poole ST2
-9.641865	118.850842	     Cpmax	     Poole ST2
-8.923744	127.462711	     Cpmax	     Poole ST2
