Temperature	Pressure	Property	Source	Model
-0.232468	0.744133	      Tmin	     TSEOS	 TIP4P2005
-0.232058	0.745911	      Tmin	     TSEOS	 TIP4P2005
-0.231643	0.747685	      Tmin	     TSEOS	 TIP4P2005
-0.231225	0.749457	      Tmin	     TSEOS	 TIP4P2005
-0.230804	0.751227	      Tmin	     TSEOS	 TIP4P2005
-0.230379	0.752994	      Tmin	     TSEOS	 TIP4P2005
-0.229951	0.754758	      Tmin	     TSEOS	 TIP4P2005
-0.229519	0.756520	      Tmin	     TSEOS	 TIP4P2005
-0.229084	0.758279	      Tmin	     TSEOS	 TIP4P2005
-0.228646	0.760036	      Tmin	     TSEOS	 TIP4P2005
-0.228204	0.761790	      Tmin	     TSEOS	 TIP4P2005
-0.227759	0.763541	      Tmin	     TSEOS	 TIP4P2005
-0.227311	0.765290	      Tmin	     TSEOS	 TIP4P2005
-0.226860	0.767037	      Tmin	     TSEOS	 TIP4P2005
-0.226405	0.768781	      Tmin	     TSEOS	 TIP4P2005
-0.225947	0.770522	      Tmin	     TSEOS	 TIP4P2005
-0.225485	0.772261	      Tmin	     TSEOS	 TIP4P2005
-0.225021	0.773998	      Tmin	     TSEOS	 TIP4P2005
-0.224553	0.775732	      Tmin	     TSEOS	 TIP4P2005
-0.224082	0.777464	      Tmin	     TSEOS	 TIP4P2005
-0.223608	0.779193	      Tmin	     TSEOS	 TIP4P2005
-0.223130	0.780920	      Tmin	     TSEOS	 TIP4P2005
-0.222650	0.782645	      Tmin	     TSEOS	 TIP4P2005
-0.222166	0.784367	      Tmin	     TSEOS	 TIP4P2005
-0.221680	0.786086	      Tmin	     TSEOS	 TIP4P2005
-0.221190	0.787804	      Tmin	     TSEOS	 TIP4P2005
-0.220697	0.789519	      Tmin	     TSEOS	 TIP4P2005
-0.220201	0.791231	      Tmin	     TSEOS	 TIP4P2005
-0.219702	0.792941	      Tmin	     TSEOS	 TIP4P2005
-0.219200	0.794649	      Tmin	     TSEOS	 TIP4P2005
-0.218695	0.796355	      Tmin	     TSEOS	 TIP4P2005
-0.218186	0.798058	      Tmin	     TSEOS	 TIP4P2005
-0.217675	0.799759	      Tmin	     TSEOS	 TIP4P2005
-0.217161	0.801457	      Tmin	     TSEOS	 TIP4P2005
-0.216644	0.803154	      Tmin	     TSEOS	 TIP4P2005
-0.216123	0.804848	      Tmin	     TSEOS	 TIP4P2005
-0.215600	0.806539	      Tmin	     TSEOS	 TIP4P2005
-0.215074	0.808229	      Tmin	     TSEOS	 TIP4P2005
-0.214545	0.809916	      Tmin	     TSEOS	 TIP4P2005
-0.214013	0.811600	      Tmin	     TSEOS	 TIP4P2005
-0.213478	0.813283	      Tmin	     TSEOS	 TIP4P2005
-0.212940	0.814963	      Tmin	     TSEOS	 TIP4P2005
