P	T	Feature	Source
-25.25252525252523	249.79894622715324	Tmin	TSEOS
-17.171717171717148	247.87105074337853	Tmin	TSEOS
-9.090909090909065	245.8923559274317	Tmin	TSEOS
-1.010101010100982	243.82296254893447	Tmin	TSEOS
7.070707070707101	241.64829221485186	Tmin	TSEOS
15.151515151515184	239.262310197709	Tmin	TSEOS
23.232323232323267	236.52771978751466	Tmin	TSEOS
31.31313131313135	232.55528895928052	Tmin	TSEOS
330.30303030303037	210.3447946059907	Tmin	TSEOS
338.38383838383845	215.2534818278163	Tmin	TSEOS
-25.25252525252523	275.6186614912908	Ktmax	TSEOS
-17.171717171717148	273.2339718355661	Ktmax	TSEOS
-9.090909090909065	271.26580464856585	Ktmax	TSEOS
-1.010101010100982	269.49885575151814	Ktmax	TSEOS
7.070707070707101	267.85540187081034	Ktmax	TSEOS
15.151515151515184	266.29746094644054	Ktmax	TSEOS
23.232323232323267	264.8029091135871	Ktmax	TSEOS
31.31313131313135	263.3568533923339	Ktmax	TSEOS
39.393939393939434	261.94948188564376	Ktmax	TSEOS
47.47474747474752	260.57350683953626	Ktmax	TSEOS
55.5555555555556	259.223275660198	Ktmax	TSEOS
63.63636363636368	257.89446363307957	Ktmax	TSEOS
71.71717171717177	256.5833423623639	Ktmax	TSEOS
79.79797979797985	255.28723839928415	Ktmax	TSEOS
87.87878787878788	254.00357569519895	Ktmax	TSEOS
95.95959595959596	252.73015046448566	Ktmax	TSEOS
104.04040404040404	251.46520758798158	Ktmax	TSEOS
112.12121212121212	250.20700702302878	Ktmax	TSEOS
120.20202020202021	248.9540682824285	Ktmax	TSEOS
128.2828282828283	247.7050219038202	Ktmax	TSEOS
136.36363636363637	246.45879499401002	Ktmax	TSEOS
144.44444444444446	245.21388117305463	Ktmax	TSEOS
152.52525252525254	243.9693577273315	Ktmax	TSEOS
160.60606060606062	242.72412294887735	Ktmax	TSEOS
168.6868686868687	241.4771430511511	Ktmax	TSEOS
176.7676767676768	240.22721178638776	Ktmax	TSEOS
184.84848484848487	238.97376956110887	Ktmax	TSEOS
192.92929292929296	237.71550585248787	Ktmax	TSEOS
201.01010101010104	236.4516017869013	Ktmax	TSEOS
209.09090909090912	235.18094023211134	Ktmax	TSEOS
217.1717171717172	233.90264679175488	Ktmax	TSEOS
225.2525252525253	232.61573732950907	Ktmax	TSEOS
233.33333333333337	231.31911923062452	Ktmax	TSEOS
241.41414141414145	230.01198508915454	Ktmax	TSEOS
249.49494949494954	228.69327386138272	Ktmax	TSEOS
257.5757575757576	227.36205956800723	Ktmax	TSEOS
265.6565656565657	226.01775749749365	Ktmax	TSEOS
273.7373737373738	224.6605167697421	Ktmax	TSEOS
281.81818181818187	223.29227151891092	Ktmax	TSEOS
289.89898989898995	221.91770066437934	Ktmax	TSEOS
297.97979797979804	220.54412681474665	Ktmax	TSEOS
306.0606060606061	219.17870524621125	Ktmax	TSEOS
314.1414141414142	220.42973697722311	Ktmax	TSEOS
322.2222222222223	219.2805478370487	Ktmax	TSEOS
330.30303030303037	214.68813254908503	Ktmax	TSEOS
338.38383838383845	212.7020104581515	Ktmax	TSEOS
346.46464646464653	214.18759523937757	Ktmax	TSEOS
-25.25252525252523	282.41356651692115	Ktmin	TSEOS
-17.171717171717148	283.40001346111603	Ktmin	TSEOS
-9.090909090909065	283.97015910746364	Ktmin	TSEOS
-1.010101010100982	284.36276690399313	Ktmin	TSEOS
7.070707070707101	284.6489898673313	Ktmin	TSEOS
15.151515151515184	284.8608328744642	Ktmin	TSEOS
23.232323232323267	285.03105841177614	Ktmin	TSEOS
31.31313131313135	285.17210449605034	Ktmin	TSEOS
39.393939393939434	285.2981793843516	Ktmin	TSEOS
47.47474747474752	285.41711705632974	Ktmin	TSEOS
55.5555555555556	285.5350751995125	Ktmin	TSEOS
63.63636363636368	285.66553528836937	Ktmin	TSEOS
71.71717171717177	285.8069316474644	Ktmin	TSEOS
79.79797979797985	285.9663585733646	Ktmin	TSEOS
87.87878787878788	286.1534832059922	Ktmin	TSEOS
95.95959595959596	286.387340893378	Ktmin	TSEOS
104.04040404040404	286.63590561578445	Ktmin	TSEOS
112.12121212121212	286.9431739791825	Ktmin	TSEOS
120.20202020202021	287.29354887931595	Ktmin	TSEOS
128.2828282828283	287.7042608124731	Ktmin	TSEOS
136.36363636363637	288.15148317657514	Ktmin	TSEOS
144.44444444444446	288.70146839984415	Ktmin	TSEOS
152.52525252525254	289.2939301210445	Ktmin	TSEOS
160.60606060606062	289.9671885882621	Ktmin	TSEOS
168.6868686868687	290.7188552610213	Ktmin	TSEOS
176.7676767676768	291.5481387867987	Ktmin	TSEOS
184.84848484848487	292.4535278606559	Ktmin	TSEOS
192.92929292929296	293.4502587067985	Ktmin	TSEOS
201.01010101010104	294.5307734491215	Ktmin	TSEOS
209.09090909090912	295.7125071724349	Ktmin	TSEOS
217.1717171717172	296.9216934277219	Ktmin	TSEOS
225.2525252525253	298.2404435894569	Ktmin	TSEOS
233.33333333333337	299.61870979073194	Ktmin	TSEOS
241.41414141414145	301.0822120718067	Ktmin	TSEOS
249.49494949494954	302.5994465225138	Ktmin	TSEOS
257.5757575757576	304.1756761080738	Ktmin	TSEOS
265.6565656565657	305.804197297594	Ktmin	TSEOS
273.7373737373738	307.4900940238249	Ktmin	TSEOS
281.81818181818187	309.2072364449972	Ktmin	TSEOS
289.89898989898995	310.949842401219	Ktmin	TSEOS
297.97979797979804	312.7668832739428	Ktmin	TSEOS
306.0606060606061	314.5559849846449	Ktmin	TSEOS
314.1414141414142	316.39930872475236	Ktmin	TSEOS
322.2222222222223	318.2632193445359	Ktmin	TSEOS
330.30303030303037	320.14387858443604	Ktmin	TSEOS
338.38383838383845	322.0133419794464	Ktmin	TSEOS
346.46464646464653	323.96074452935153	Ktmin	TSEOS
354.5454545454546	325.8648488969697	Ktmin	TSEOS
362.6262626262627	327.8401227486846	Ktmin	TSEOS
370.7070707070708	329.79140194382404	Ktmin	TSEOS
378.78787878787887	331.7822371029229	Ktmin	TSEOS
386.86868686868695	333.7237232546855	Ktmin	TSEOS
394.94949494949503	335.6958905692986	Ktmin	TSEOS
403.0303030303031	337.6762690562754	Ktmin	TSEOS
411.1111111111112	339.6497196417886	Ktmin	TSEOS
127.83960284968917	-300.0	Widom	TSEOS
127.8574114684226	-298.2456140350877	Widom	TSEOS
127.87528975976574	-296.49122807017545	Widom	TSEOS
127.89323801915155	-294.7368421052632	Widom	TSEOS
127.91125654384766	-292.9824561403509	Widom	TSEOS
127.92934563297155	-291.2280701754386	Widom	TSEOS
127.94750558750613	-289.4736842105263	Widom	TSEOS
127.96573671031538	-287.719298245614	Widom	TSEOS
127.9840393061601	-285.96491228070175	Widom	TSEOS
128.0024136817138	-284.2105263157895	Widom	TSEOS
128.02086014557912	-282.4561403508772	Widom	TSEOS
128.03937900830374	-280.70175438596493	Widom	TSEOS
128.05797058239713	-278.94736842105266	Widom	TSEOS
128.07663518234713	-277.1929824561403	Widom	TSEOS
128.09537312463686	-275.43859649122805	Widom	TSEOS
128.11418472776165	-273.6842105263158	Widom	TSEOS
128.13307031224616	-271.9298245614035	Widom	TSEOS
128.15203020066204	-270.17543859649123	Widom	TSEOS
128.17106471764524	-268.42105263157896	Widom	TSEOS
128.190174189914	-266.6666666666667	Widom	TSEOS
128.20935894628656	-264.9122807017544	Widom	TSEOS
128.22861931769967	-263.1578947368421	Widom	TSEOS
128.24795563722654	-261.4035087719298	Widom	TSEOS
128.26736824009575	-259.64912280701753	Widom	TSEOS
128.28685746370985	-257.89473684210526	Widom	TSEOS
128.3064236476643	-256.140350877193	Widom	TSEOS
128.32606713376686	-254.3859649122807	Widom	TSEOS
128.34578826605664	-252.63157894736844	Widom	TSEOS
128.3655873908241	-250.87719298245614	Widom	TSEOS
128.38546485663062	-249.12280701754386	Widom	TSEOS
128.40542101432862	-247.3684210526316	Widom	TSEOS
128.4254562170819	-245.6140350877193	Widom	TSEOS
128.44557082038597	-243.859649122807	Widom	TSEOS
128.46576518208911	-242.10526315789474	Widom	TSEOS
128.48603966241302	-240.35087719298247	Widom	TSEOS
128.50639462397407	-238.5964912280702	Widom	TSEOS
128.52683043180497	-236.8421052631579	Widom	TSEOS
128.54734745337626	-235.08771929824562	Widom	TSEOS
128.56794605861828	-233.33333333333334	Widom	TSEOS
128.5886266199434	-231.57894736842104	Widom	TSEOS
128.60938951226848	-229.82456140350877	Widom	TSEOS
128.63023511303743	-228.0701754385965	Widom	TSEOS
128.65116380224438	-226.31578947368422	Widom	TSEOS
128.67217596245683	-224.56140350877195	Widom	TSEOS
128.69327197883896	-222.80701754385967	Widom	TSEOS
128.71445223917576	-221.05263157894737	Widom	TSEOS
128.73571713389669	-219.2982456140351	Widom	TSEOS
128.75706705610028	-217.5438596491228	Widom	TSEOS
128.7785024015786	-215.78947368421052	Widom	TSEOS
128.80002356884228	-214.03508771929825	Widom	TSEOS
128.82163095914544	-212.28070175438597	Widom	TSEOS
128.84332497651155	-210.5263157894737	Widom	TSEOS
128.86510602775888	-208.77192982456143	Widom	TSEOS
128.8869745225267	-207.01754385964912	Widom	TSEOS
128.90893087330184	-205.26315789473685	Widom	TSEOS
128.93097549544513	-203.50877192982455	Widom	TSEOS
128.9531088072186	-201.75438596491227	Widom	TSEOS
296.9651939902011	-200.0	Widom	TSEOS
296.7212184926972	-198.24561403508773	Widom	TSEOS
296.47715303309474	-196.49122807017545	Widom	TSEOS
296.2329971812503	-194.73684210526318	Widom	TSEOS
295.98875050397913	-192.98245614035088	Widom	TSEOS
295.7444125650261	-191.2280701754386	Widom	TSEOS
295.4999829250365	-189.4736842105263	Widom	TSEOS
295.2554611415261	-187.71929824561403	Widom	TSEOS
295.01084676885114	-185.96491228070175	Widom	TSEOS
294.7661393581778	-184.21052631578948	Widom	TSEOS
294.5213384574515	-182.4561403508772	Widom	TSEOS
294.2764436113654	-180.70175438596493	Widom	TSEOS
294.03145436132894	-178.94736842105266	Widom	TSEOS
293.7863702454359	-177.19298245614036	Widom	TSEOS
293.5411907984318	-175.43859649122808	Widom	TSEOS
293.29591555168133	-173.68421052631578	Widom	TSEOS
293.05054403313477	-171.9298245614035	Widom	TSEOS
292.8050757672948	-170.17543859649123	Widom	TSEOS
292.55951027518216	-168.42105263157896	Widom	TSEOS
292.3138470743012	-166.66666666666669	Widom	TSEOS
292.0680856786051	-164.91228070175438	Widom	TSEOS
291.82222559846025	-163.1578947368421	Widom	TSEOS
291.57626634061086	-161.40350877192984	Widom	TSEOS
291.3302074081422	-159.64912280701756	Widom	TSEOS
291.08404830044424	-157.89473684210526	Widom	TSEOS
290.8377885131745	-156.140350877193	Widom	TSEOS
290.59142753821993	-154.3859649122807	Widom	TSEOS
290.3449648636594	-152.63157894736844	Widom	TSEOS
290.09839997372455	-150.87719298245614	Widom	TSEOS
289.85173234876083	-149.12280701754386	Widom	TSEOS
289.6049614651879	-147.3684210526316	Widom	TSEOS
289.3580867954595	-145.61403508771932	Widom	TSEOS
289.1111078080226	-143.859649122807	Widom	TSEOS
288.86402396727635	-142.10526315789474	Widom	TSEOS
288.61683473353025	-140.35087719298247	Widom	TSEOS
288.36953956296185	-138.5964912280702	Widom	TSEOS
288.1221379075739	-136.8421052631579	Widom	TSEOS
287.87462921515106	-135.08771929824562	Widom	TSEOS
287.6270129292156	-133.33333333333334	Widom	TSEOS
287.37928848898315	-131.57894736842107	Widom	TSEOS
287.1314553293173	-129.8245614035088	Widom	TSEOS
286.8835128806839	-128.0701754385965	Widom	TSEOS
286.6354605691047	-126.31578947368422	Widom	TSEOS
286.3872978161103	-124.56140350877195	Widom	TSEOS
286.1390240386925	-122.80701754385967	Widom	TSEOS
285.89063864925606	-121.05263157894737	Widom	TSEOS
285.6421410555696	-119.2982456140351	Widom	TSEOS
285.3935306607163	-117.54385964912282	Widom	TSEOS
285.1448068630432	-115.78947368421055	Widom	TSEOS
284.89596905611046	-114.03508771929825	Widom	TSEOS
284.64701662864	-112.28070175438597	Widom	TSEOS
284.39794896446244	-110.5263157894737	Widom	TSEOS
284.14876544246454	-108.77192982456143	Widom	TSEOS
283.89946543653497	-107.01754385964912	Widom	TSEOS
283.6500483155102	-105.26315789473685	Widom	TSEOS
283.4005134431187	-103.50877192982458	Widom	TSEOS
283.15086017792515	-101.7543859649123	Widom	TSEOS
282.9010878732732	-100.0	Widom	TSEOS
282.65119587722813	-98.24561403508773	Widom	TSEOS
282.40118353251813	-96.49122807017545	Widom	TSEOS
282.151050176475	-94.73684210526318	Widom	TSEOS
281.9007951409741	-92.98245614035088	Widom	TSEOS
281.65041775237285	-91.2280701754386	Widom	TSEOS
281.39991733144956	-89.47368421052633	Widom	TSEOS
281.14929319334004	-87.71929824561406	Widom	TSEOS
280.8985446474741	-85.96491228070175	Widom	TSEOS
280.6476709975111	-84.21052631578948	Widom	TSEOS
280.39667154127415	-82.4561403508772	Widom	TSEOS
280.14554557068374	-80.70175438596493	Widom	TSEOS
279.89429237169037	-78.94736842105263	Widom	TSEOS
279.642911224206	-77.19298245614036	Widom	TSEOS
279.39140140203455	-75.43859649122808	Widom	TSEOS
279.1397621728017	-73.68421052631581	Widom	TSEOS
278.8879927978831	-71.92982456140354	Widom	TSEOS
278.63609253233204	-70.17543859649123	Widom	TSEOS
278.3840606248058	-68.42105263157896	Widom	TSEOS
278.13189631749077	-66.66666666666669	Widom	TSEOS
277.87959884602685	-64.91228070175441	Widom	TSEOS
277.6271674394303	-63.15789473684211	Widom	TSEOS
277.3746013200158	-61.403508771929836	Widom	TSEOS
277.1218997033171	-59.64912280701756	Widom	TSEOS
276.86906179800644	-57.89473684210529	Widom	TSEOS
276.61608680581287	-56.140350877192986	Widom	TSEOS
276.3629739214395	-54.38596491228071	Widom	TSEOS
276.1097223324791	-52.63157894736844	Widom	TSEOS
275.85633121932864	-50.877192982456165	Widom	TSEOS
275.6027997551025	-49.12280701754386	Widom	TSEOS
275.3491271055444	-47.36842105263159	Widom	TSEOS
275.09531242893775	-45.614035087719316	Widom	TSEOS
274.84135487601475	-43.859649122807014	Widom	TSEOS
274.5872535898643	-42.10526315789474	Widom	TSEOS
274.3330077058382	-40.350877192982466	Widom	TSEOS
274.0786163514557	-38.59649122807019	Widom	TSEOS
273.82407864630693	-36.84210526315792	Widom	TSEOS
273.5693937019548	-35.087719298245645	Widom	TSEOS
273.3145606218352	-33.33333333333337	Widom	TSEOS
273.05957850115533	-31.57894736842104	Widom	TSEOS
272.804446426791	-29.824561403508767	Widom	TSEOS
272.549163477182	-28.070175438596493	Widom	TSEOS
272.29372872222564	-26.31578947368422	Widom	TSEOS
272.0381412231689	-24.561403508771946	Widom	TSEOS
271.78240003249846	-22.807017543859672	Widom	TSEOS
271.52650419382945	-21.0526315789474	Widom	TSEOS
271.2704527417918	-19.298245614035125	Widom	TSEOS
271.0142447019153	-17.54385964912285	Widom	TSEOS
270.7578790905122	-15.78947368421052	Widom	TSEOS
270.50135491455853	-14.035087719298247	Widom	TSEOS
270.24467117157303	-12.280701754385973	Widom	TSEOS
269.98782684949396	-10.5263157894737	Widom	TSEOS
269.73082092655426	-8.771929824561425	Widom	TSEOS
269.4736523711545	-7.017543859649152	Widom	TSEOS
269.2163201417336	-5.263157894736878	Widom	TSEOS
268.9588231866373	-3.5087719298246043	Widom	TSEOS
268.7011604439845	-1.7543859649122737	Widom	TSEOS
268.4433308415319	0.0	Widom	TSEOS
268.185333296535	1.7543859649122737	Widom	TSEOS
267.92716671560845	3.5087719298245474	Widom	TSEOS
267.66882999458215	5.263157894736821	Widom	TSEOS
267.41032201835674	7.017543859649095	Widom	TSEOS
267.1516416607551	8.771929824561369	Widom	TSEOS
266.8927877843722	10.526315789473642	Widom	TSEOS
266.6337592404218	12.280701754385973	Widom	TSEOS
266.37455486858096	14.035087719298247	Widom	TSEOS
266.11517349683123	15.78947368421052	Widom	TSEOS
265.85561394129786	17.543859649122794	Widom	TSEOS
265.5958750060852	19.298245614035068	Widom	TSEOS
265.33595548311007	21.05263157894734	Widom	TSEOS
265.0758541519317	22.807017543859615	Widom	TSEOS
264.8155697795786	24.56140350877189	Widom	TSEOS
264.55510112037257	26.31578947368422	Widom	TSEOS
264.2944469157496	28.070175438596493	Widom	TSEOS
264.03360589407697	29.824561403508767	Widom	TSEOS
263.7725767704678	31.57894736842104	Widom	TSEOS
263.51135824659184	33.333333333333314	Widom	TSEOS
263.2499490104827	35.08771929824559	Widom	TSEOS
262.98834773634155	36.84210526315786	Widom	TSEOS
262.7265530843378	38.596491228070136	Widom	TSEOS
262.4645637004052	40.35087719298241	Widom	TSEOS
262.20237821603484	42.10526315789474	Widom	TSEOS
261.9399952480639	43.859649122807014	Widom	TSEOS
261.67741339846066	45.61403508771929	Widom	TSEOS
261.4146312541053	47.36842105263156	Widom	TSEOS
261.15164738656705	49.122807017543835	Widom	TSEOS
260.8884603518762	50.87719298245611	Widom	TSEOS
260.6250686902926	52.63157894736838	Widom	TSEOS
260.3614709260695	54.385964912280656	Widom	TSEOS
260.0976655672127	56.140350877192986	Widom	TSEOS
259.83365110523533	57.89473684210526	Widom	TSEOS
259.56942601490744	59.649122807017534	Widom	TSEOS
259.3049887540014	61.40350877192981	Widom	TSEOS
259.04033776303163	63.15789473684208	Widom	TSEOS
258.7754714649898	64.91228070175436	Widom	TSEOS
258.5103882650744	66.66666666666663	Widom	TSEOS
258.2450865504154	68.4210526315789	Widom	TSEOS
257.9795646897928	70.17543859649123	Widom	TSEOS
257.7138210333504	71.9298245614035	Widom	TSEOS
257.4478539123032	73.68421052631578	Widom	TSEOS
257.181661638639	75.43859649122805	Widom	TSEOS
256.91524250481456	77.19298245614033	Widom	TSEOS
256.6485947834445	78.9473684210526	Widom	TSEOS
256.38171672698513	80.70175438596488	Widom	TSEOS
256.11460656741076	82.45614035087715	Widom	TSEOS
255.8472625158841	84.21052631578948	Widom	TSEOS
255.5796827624193	85.96491228070175	Widom	TSEOS
255.31186547553835	87.71929824561403	Widom	TSEOS
255.04380880192028	89.4736842105263	Widom	TSEOS
254.77551086604282	91.22807017543857	Widom	TSEOS
254.50696976981683	92.98245614035085	Widom	TSEOS
254.23818359221278	94.73684210526312	Widom	TSEOS
253.96915038887926	96.4912280701754	Widom	TSEOS
253.6998681917537	98.24561403508767	Widom	TSEOS
253.43033500866426	100.0	Widom	TSEOS
253.16054882292374	101.75438596491227	Widom	TSEOS
252.8905075929141	103.50877192982455	Widom	TSEOS
252.62020925166235	105.26315789473682	Widom	TSEOS
252.3496517064071	107.0175438596491	Widom	TSEOS
252.07883283815565	108.77192982456137	Widom	TSEOS
251.8077505012311	110.52631578947364	Widom	TSEOS
251.53640252280974	112.28070175438592	Widom	TSEOS
251.26478670244788	114.03508771929825	Widom	TSEOS
250.99290081159836	115.78947368421052	Widom	TSEOS
250.72074259311594	117.5438596491228	Widom	TSEOS
250.4483097607516	119.29824561403507	Widom	TSEOS
250.17559999863565	121.05263157894734	Widom	TSEOS
249.90261096074852	122.80701754385962	Widom	TSEOS
249.62934027037988	124.56140350877189	Widom	TSEOS
249.35578551957514	126.31578947368416	Widom	TSEOS
249.08194426856903	128.0701754385965	Widom	TSEOS
248.80781404520627	129.82456140350877	Widom	TSEOS
248.53339234434833	131.57894736842104	Widom	TSEOS
248.25867662726657	133.33333333333331	Widom	TSEOS
247.9836643210209	135.0877192982456	Widom	TSEOS
247.7083528178237	136.84210526315786	Widom	TSEOS
247.43273947438848	138.59649122807014	Widom	TSEOS
247.15682161126313	140.3508771929824	Widom	TSEOS
246.8805965121467	142.10526315789474	Widom	TSEOS
246.6040614231901	143.859649122807	Widom	TSEOS
246.32721355227932	145.6140350877193	Widom	TSEOS
246.05005006830135	147.36842105263156	Widom	TSEOS
245.77256810039174	149.12280701754383	Widom	TSEOS
245.49476473716396	150.8771929824561	Widom	TSEOS
245.21663702591894	152.63157894736838	Widom	TSEOS
244.9381819718355	154.38596491228066	Widom	TSEOS
244.65939653713968	156.14035087719293	Widom	TSEOS
244.38027764025367	157.89473684210526	Widom	TSEOS
244.1008221549226	159.64912280701753	Widom	TSEOS
243.8210269093192	161.4035087719298	Widom	TSEOS
243.54088868512528	163.15789473684208	Widom	TSEOS
243.26040421658954	164.91228070175436	Widom	TSEOS
242.9795701895607	166.66666666666663	Widom	TSEOS
242.6983832404953	168.4210526315789	Widom	TSEOS
242.41683995543957	170.17543859649118	Widom	TSEOS
242.13493686898394	171.9298245614035	Widom	TSEOS
241.85267046319004	173.68421052631578	Widom	TSEOS
241.5700371664886	175.43859649122805	Widom	TSEOS
241.28703335254795	177.19298245614033	Widom	TSEOS
241.0036553391115	178.9473684210526	Widom	TSEOS
240.71989938680363	180.70175438596488	Widom	TSEOS
240.43576169790285	182.45614035087715	Widom	TSEOS
240.1512384150809	184.21052631578942	Widom	TSEOS
239.86632562010686	185.96491228070175	Widom	TSEOS
239.58101933251515	187.71929824561403	Widom	TSEOS
239.29531550823575	189.4736842105263	Widom	TSEOS
239.0092100381858	191.22807017543857	Widom	TSEOS
238.72269874682132	192.98245614035085	Widom	TSEOS
238.43577739064673	194.73684210526312	Widom	TSEOS
238.14844165668205	196.4912280701754	Widom	TSEOS
237.8606871608852	198.24561403508767	Widom	TSEOS
237.5725094465283	200.0	Widom	TSEOS
237.2839039825262	201.75438596491227	Widom	TSEOS
236.99486616171544	203.50877192982455	Widom	TSEOS
236.70539129908207	205.26315789473682	Widom	TSEOS
236.41547462993614	207.0175438596491	Widom	TSEOS
236.12511130803128	208.77192982456137	Widom	TSEOS
235.83429640362684	210.52631578947364	Widom	TSEOS
235.5430249014909	212.28070175438597	Widom	TSEOS
235.2512916988418	214.0350877192982	Widom	TSEOS
234.95909160322563	215.78947368421052	Widom	TSEOS
234.66641933032764	217.54385964912274	Widom	TSEOS
234.3732695017145	219.29824561403507	Widom	TSEOS
234.07963664250556	221.05263157894728	Widom	TSEOS
233.78551517896932	222.80701754385962	Widom	TSEOS
233.49089943604298	224.56140350877195	Widom	TSEOS
233.19578363477189	226.31578947368416	Widom	TSEOS
232.9001618896651	228.0701754385965	Widom	TSEOS
232.60402820596485	229.8245614035087	Widom	TSEOS
232.30737647682506	231.57894736842104	Widom	TSEOS
232.01020048039652	233.33333333333326	Widom	TSEOS
231.71249387681394	235.0877192982456	Widom	TSEOS
231.41425020508134	236.84210526315792	Widom	TSEOS
231.11546287985152	238.59649122807014	Widom	TSEOS
230.81612518809476	240.35087719298247	Widom	TSEOS
230.5162302856528	242.10526315789468	Widom	TSEOS
230.21577119367242	243.859649122807	Widom	TSEOS
229.91474079491442	245.61403508771923	Widom	TSEOS
229.61313182993138	247.36842105263156	Widom	TSEOS
229.31093689310973	249.12280701754378	Widom	TSEOS
229.00814842856943	250.8771929824561	Widom	TSEOS
228.70475872591524	252.63157894736844	Widom	TSEOS
228.40075991583282	254.38596491228066	Widom	TSEOS
228.0961439655228	256.140350877193	Widom	TSEOS
227.79090267396563	257.8947368421052	Widom	TSEOS
